text,sentiment
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",negative
Do yourself a favor and stay away from this dish.,negative
Very poor service.,negative
No one at the table thought the food was above average or worth the wait that we had for it.,negative
"Best service and food ever, Maria our server was so good and friendly she made our day.",positive
They were excellent.,positive
I paid the bill but did not tip because I felt the server did a terrible job.,negative
Just had lunch here and had a great experience.,positive
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative
Food is way overpriced and portions are fucking small.,negative
I recently tried Caballero's and I have been back every week since!,positive
"for 40 bucks a head, i really expect better food.",negative
The food came out at a good pace.,positive
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",positive
I won't be back.,negative
We could not believe how dirty the oysters were!,negative
This place deserves no stars.,negative
I would not recommend this place.,negative
"In fact I'm going to round up to 4 stars, just because she was so awesome.",positive
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",negative
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
the potatoes were great and so was the biscuit.,positive
I probably would not go here again.,negative
So flavorful and has just the perfect amount of heat.,positive
The price is reasonable and the service is great.,positive
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
My fella got the huevos rancheros and they didn't look too appealing.,negative
"Went in for happy hour, great list of wines.",positive
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,positive
I probably won't be coming back here.,negative
Worst food/service I've had in a while.,negative
"This place is pretty good, nice little vibe in the restaurant.",positive
Talk about great customer service of course we will be back.,positive
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",negative
I love their fries and their beans.,positive
Always a pleasure dealing with him.,positive
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",positive
This place is awesome if you want something light and healthy during the summer.,positive
"For sushi on the Strip, this is the place to go.",positive
"The service was great, even the manager came and helped with our table.",positive
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,negative
"I started this review with two stars, but I'm editing it to give it only one.",negative
this is the worst sushi i have ever eat besides Costco's.,negative
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
My boyfriend and i sat at the bar and had a completely delightful experience.,positive
Weird vibe from owners.,negative
There was hardly any meat.,negative
I've had better bagels from the grocery store.,negative
Go To Place for Gyros.,positive
"I love the owner/chef, his one authentic Japanese cool dude!",positive
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative
I found a six inch long piece of wire in my salsa.,negative
"The service was terrible, food was mediocre.",negative
We definately enjoyed ourselves.,positive
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,negative
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",negative
I had about two bites and refused to eat anymore.,negative
The service was extremely slow.,negative
"After 20 minutes wait, I got a table.",negative
Seriously killer hot chai latte.,positive
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",negative
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,positive
Their rotating beers on tap is also a highlight of this place.,positive
Pricing is a bit of a concern at Mellow Mushroom.,negative
Worst Thai ever.,negative
If you stay in Vegas you must get breakfast here at least once.,positive
I want to first say our server was great and we had perfect service.,positive
The pizza selections are good.,positive
"I had strawberry tea, which was good.",positive
Highly unprofessional and rude to a loyal patron!,negative
"Overall, a great experience.",positive
Spend your money elsewhere.,negative
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,positive
The Buffet at Bellagio was far from what I anticipated.,negative
"And the drinks are WEAK, people!",negative
#NAME?,negative
"Also, I feel like the chips are bought, not made in house.",negative
After the disappointing dinner we went elsewhere for dessert.,negative
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive
We won't be returning.,negative
This is my new fav Vegas buffet spot.,positive
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,negative
"Very, very sad.",negative
"i felt insulted and disrespected, how could you talk and judge another human being like that?",negative
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",negative
I'm not impressed with the concept or the food.,negative
The only thing I wasn't too crazy about was their guacamole as I don't like it pur̩ed.,negative
"There is really nothing for me at postinos, hope your experience is better",negative
I got food poisoning here at the buffet.,negative
They brought a fresh batch of fries and I was thinking yay something warm but no!,negative
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",negative
"Needless to say, I won't be going back anytime soon.",negative
This place is disgusting!,negative
"Every time I eat here, I see caring teamwork to a professional degree.",positive
The RI style calamari was a joke.,negative
"However, there was so much garlic in the fondue, it was barely edible.",negative
"I could barely stomach the meal, but didn't complain because it was a business lunch.",negative
"It was so bad, I had lost the heart to finish it.",negative
It also took her forever to bring us the check when we asked for it.,negative
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,negative
Disappointing experience.,negative
"The food is about on par with Denny's, which is to say, not good at all.",negative
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",negative
WAAAAAAyyyyyyyyyy over rated is all I am saying.,negative
We won't be going back.,negative
The place was fairly clean but the food simply wasn't worth it.,negative
This place lacked style!!,negative
"The sangria was about half of a glass wine full and was $12, ridiculous.",negative
Don't bother coming here.,negative
"The meat was pretty dry, I had the sliced brisket and pulled pork.",negative
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",negative
It was equally awful.,negative
Probably not in a hurry to go back.,negative
very slow at seating even with reservation.,negative
Not good by any stretch of the imagination.,negative
The cashew cream sauce was bland and the vegetables were undercooked.,negative
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",negative
"It was a bit too sweet, not really spicy enough, and lacked flavor.",negative
I was VERY disappointed!!,negative
This place is horrible and way overpriced.,negative
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",negative
It wasn't busy at all and now we know why.,negative
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",negative
Con: spotty service.,negative
"The fries were not hot, and neither was my burger.",negative
But then they came back cold.,negative
"Then our food came out, disappointment ensued.",negative
The real disappointment was our waiter.,negative
My husband said she was very rude... did not even apologize for the bad food or anything.,negative
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,negative
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",negative
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,negative
She was quite disappointed although some blame needs to be placed at her door.,negative
After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative
Del Taco is pretty nasty and should be avoided if possible.,negative
It's NOT hard to make a decent hamburger.,negative
But I don't like it.,negative
Hell no will I go back,negative
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative
"I don't know what the big deal is about this place,"" but I won't be back """"ya'all"""".""",negative
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative
The ambiance isn't much better.,negative
"Unfortunately, it only set us up for disapppointment with our entrees.",negative
The food wasn't good.,negative
"Your servers suck, wait, correction, our server Heimer sucked.",negative
What happened next was pretty....off putting.,negative
"too bad cause I know it's family owned, I really wanted to like this place.",negative
Overpriced for what you are getting.,negative
I vomited in the bathroom mid lunch.,negative
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",negative
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",negative
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative
Food was below average.,negative
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,negative
"All in all, Ha Long Bay was a bit of a flop.",negative
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,negative
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,negative
"It lacked flavor, seemed undercooked, and dry.",negative
It really is impressive that the place hasn't closed down.,negative
I would avoid this place if you are staying in the Mirage.,negative
The refried beans that came with my meal were dried out and crusty and the food was bland.,negative
Spend your money and time some place else.,negative
A lady at the table next to us found a live green caterpillar In her salad.,negative
the presentation of the food was awful.,negative
I can't tell you how disappointed I was.,negative
I think food should have flavor and texture and both were lacking.,negative
Appetite instantly gone.,negative
Overall I was not impressed and would not go back.,negative
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",negative
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",negative
